id,longitude,latitude
6726426698,77.2020766,28.6919089
10610428368,77.2068756,28.6918938
6725638880,77.204422,28.6918706
10713708180,77.2154443,28.691837
6725638881,77.2041464,28.6918112
2514069583,77.2081241,28.6918063
9865032762,77.2082007,28.6917806
6734556565,77.202694,28.6917641
6734556558,77.2039479,28.6917641
9860247414,77.2029775,28.6916975
6725669987,77.203225,28.6916394
6725638874,77.2032096,28.6916129
11021406439,77.2045062,28.6915896
6673229091,77.2045253,28.6915258
2945828443,77.2163438,28.6915022
10610428369,77.2062272,28.6915001
9860247413,77.2030229,28.6914417
10610428364,77.2061685,28.6914031
10610428370,77.2065289,28.6913555
11478309997,77.2022005,28.691326
11021406447,77.202831,28.6912678
11021406437,77.2027649,28.6912139
6750772759,77.2022624,28.6911286
10280095505,77.210856,28.6910946
6750772751,77.2025966,28.6910554
10280095498,77.2103935,28.6909486
6725638875,77.2023265,28.6909241
6725638873,77.2024271,28.6909018
6750772753,77.2031589,28.6908708
2958094336,77.2107204,28.6908238
6750772752,77.2029683,28.6907107
11021406443,77.2034957,28.6907062
11021406442,77.2034107,28.6906317
10280095501,77.2105731,28.6905153
11138682415,77.2021195,28.6903669
6750772748,77.2023188,28.6903132
6750772749,77.202494,28.6901501
11478300083,77.20267,28.6899885
11021406444,77.2020839,28.6894814
2961579581,77.2021437,28.6894271
6636468161,77.2025126,28.6891215
2945828442,77.2151976,28.6890903
6636570683,77.2025411,28.68777
9659792525,77.2046741,28.6875876
6738548847,77.2028608,28.6873996
9870170215,77.2059075,28.6870672
9870170214,77.2058925,28.6870383
9181780471,77.2021578,28.6869562
9659792532,77.2041914,28.6867311
9870156172,77.2054394,28.6866485
9659792540,77.2037153,28.68654
6636584588,77.202499,28.6865033
9659792539,77.2040205,28.6864364
9659792546,77.2039984,28.6863887
10280095506,77.2022857,28.6863731
9181767890,77.2021453,28.6862874
6636584587,77.2020565,28.6862332
10815867628,77.2083614,28.6861056
9870115875,77.2084336,28.6860794
9870170213,77.2083164,28.6860198
2945827921,77.2136479,28.6840921
6754944634,77.2087234,28.682181
6754944635,77.2088295,28.6821781
2939969321,77.2147249,28.6816786
6649591428,77.2077417,28.6811438
6649591401,77.2079026,28.6809526
6673603004,77.2086548,28.6808947
6673603002,77.2086258,28.680643
2945827905,77.2150816,28.6806359
2940370460,77.2148297,28.6805343
6649591406,77.2075206,28.6804956
6649591400,77.2076467,28.6803462
6649591407,77.2077665,28.6802039
1873281080,77.208518,28.6802009
9840505818,77.2152141,28.6801756
6754944660,77.2085983,28.6801185
6649591436,77.2078988,28.680045
2945827898,77.2125698,28.6799202
4231889759,77.2118248,28.6796061
4231889756,77.2113782,28.6793324
6649591435,77.2076172,28.6791178
4231889754,77.2116007,28.6790283
6649591395,77.2075404,28.6788871
4231889753,77.211983,28.6788655
4231889752,77.2115318,28.6787763
6645673033,77.2099566,28.6786435
4231889750,77.2079995,28.6783369
9901232347,77.2083897,28.6783363
9871480986,77.2079518,28.6782641
6645673032,77.2100696,28.6782268
6645673023,77.2109197,28.6779007
9901232346,77.2083712,28.6778971
6645673022,77.2105971,28.6777989
9901232345,77.2078446,28.6777574
4231908379,77.2102018,28.6777461
9901232344,77.2082612,28.6777159
6645673024,77.2108238,28.6777059
11136091245,77.2082599,28.6777044
